         81348177 function calls (79901439 primitive calls) in 75.223 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:366(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 parse.py:379(urlparse)
        2    0.000    0.000    0.000    0.000 parse.py:426(_checknetloc)
        2    0.000    0.000    0.000    0.000 parse.py:444(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:807(Quoter)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        2    0.001    0.000    0.001    0.000 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:104(_field_accessor)
        1    0.000    0.000    0.000    0.000 period.py:117(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:77(PeriodIndex)
        2    0.000    0.000    0.003    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
        1    0.000    0.000    0.011    0.011 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1095(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 platform.py:814(uname)
        1    0.000    0.000    0.000    0.000 platform.py:903(system)
        1    0.000    0.000    0.000    0.000 platform.py:991(_sys_version)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:29(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        4    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       16    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
       15    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
      3/2    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
       31    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       10    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       15    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.008    0.008 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:104(BinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:1921(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:2033(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2328(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2357(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2641(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2668(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2672(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:278(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2844(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2848(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3200(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3236(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3332(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3337(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:335(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:343(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:387(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:393(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:412(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4336(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4366(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4593(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:46(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:4698(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4746(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4763(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4829(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:484(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:522(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5289(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:62(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:627(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:95(Constant)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1196(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 python_parser.py:1314(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:69(PythonParser)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 range.py:134(__new__)
        1    0.000    0.000    0.000    0.000 range.py:198(_simple_new)
        1    0.000    0.000    0.000    0.000 range.py:213(_validate_dtype)
        1    0.000    0.000    0.000    0.000 range.py:63(RangeIndex)
  1440851    0.386    0.000    0.574    0.000 range.py:963(__len__)
      293    0.000    0.000    0.001    0.000 re.py:187(match)
      344    0.000    0.000    0.007    0.000 re.py:202(sub)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
       51    0.000    0.000    0.019    0.000 re.py:249(compile)
       89    0.000    0.000    0.000    0.000 re.py:269(escape)
      702    0.001    0.000    0.021    0.000 re.py:288(_compile)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       12    0.000    0.000    0.000    0.000 re.py:324(_subx)
        1    0.000    0.000    0.005    0.005 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:1396(TextFileReader)
        2    0.000    0.000    0.001    0.001 readers.py:1403(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:1450(close)
        2    0.000    0.000    0.000    0.000 readers.py:1455(_get_options_with_defaults)
        2    0.000    0.000    0.000    0.000 readers.py:1502(_check_file_or_buffer)
        2    0.000    0.000    0.000    0.000 readers.py:1513(_clean_options)
        2    0.000    0.000    0.001    0.001 readers.py:1673(_make_engine)
        2    0.000    0.000    0.004    0.002 readers.py:1732(read)
        2    0.000    0.000    0.000    0.000 readers.py:1779(__enter__)
        2    0.000    0.000    0.000    0.000 readers.py:1782(__exit__)
        2    0.000    0.000    0.000    0.000 readers.py:1850(_clean_na_values)
        2    0.000    0.000    0.000    0.000 readers.py:1925(_refine_defaults_read)
        2    0.000    0.000    0.000    0.000 readers.py:2055(_extract_dialect)
        2    0.000    0.000    0.000    0.000 readers.py:2153(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 readers.py:450(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 readers.py:467(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 readers.py:498(_DeprecationConfig)
        4    0.000    0.000    0.000    0.000 readers.py:518(validate_integer)
        2    0.000    0.000    0.000    0.000 readers.py:550(_validate_names)
        2    0.000    0.000    0.005    0.003 readers.py:574(_read)
        2    0.000    0.000    0.005    0.003 readers.py:848(read_csv)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resample.py:114(Resampler)
        1    0.000    0.000    0.000    0.000 resample.py:1576(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 resample.py:1678(DatetimeIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:1810(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1820(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:1927(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1937(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 resample.py:1955(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1995(TimeGrouper)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:119(BaseWindow)
        1    0.000    0.000    0.000    0.000 rolling.py:1461(RollingAndExpandingMixin)
        1    0.000    0.000    0.001    0.001 rolling.py:1850(Rolling)
        1    0.000    0.000    0.000    0.000 rolling.py:2863(RollingGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:681(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:882(Window)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:31(ReaderBase)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.007    0.007 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:162(SelectNFrame)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
